term,int_rate,installment,emp_length,annual_inc,loan_status,dti,pub_rec,revol_bal,revol_util,total_acc,mort_acc
36,21.98,1336.31,5.740067017711824,110000.0,1,6.04,0.0,26337.0,87.8,24.0,9.0
36,7.9,150.2,9.0,30000.0,1,26.0,0.0,9657.0,87.0,11.0,1.5905941574050508
36,8.9,222.28,1.0,44000.0,1,16.23,0.0,3797.0,42.7,22.0,0.0
36,12.12,598.89,10.0,125000.0,1,9.78,0.0,9602.0,41.2,35.0,2.0
36,10.74,182.65,2.0,68000.0,1,10.55,0.0,1248.0,18.4,11.0,0.0
36,8.9,381.04,2.0,120000.0,1,10.41,0.0,11409.0,57.9,27.0,2.0
36,7.9,156.46,5.0,75734.0,1,23.26,0.0,12262.0,58.8,21.0,1.5905941574050508
36,17.99,260.27,2.0,75000.0,1,21.7,0.0,16770.0,81.8,58.0,0.0
36,12.12,469.14,9.0,40000.0,1,28.62,0.0,15570.0,68.0,15.0,0.0
36,18.75,547.95,5.0,58300.0,1,20.6,2.0,12133.0,31.6,22.0,0.0
36,17.27,429.45,6.0,40000.0,1,14.55,0.0,9384.0,46.7,21.0,0.0
36,8.9,476.3,1.0,78900.0,1,12.78,0.0,7485.0,53.1,20.0,7.0
36,12.12,332.72,10.0,43680.0,1,19.62,0.0,13124.0,69.4,18.0,0.0
36,6.62,515.83,10.0,48000.0,1,11.05,0.0,47.0,0.1,21.0,1.5905941574050508
60,15.31,431.16,10.0,70000.0,1,16.37,0.0,32366.0,79.9,24.0,1.0
36,13.11,742.44,0.0,72583.24,1,10.33,0.0,15424.0,44.8,17.0,0.0
36,15.8,350.59,10.0,58800.0,1,21.0,0.0,12262.0,37.4,31.0,0.0
36,13.11,843.68,3.0,65000.0,1,11.77,0.0,24589.0,80.9,22.0,0.0
36,20.99,565.05,0.0,142722.6,1,15.05,0.0,7612.0,23.1,45.0,6.0
36,17.27,171.78,3.0,51630.0,1,24.68,0.0,11399.0,89.9,35.0,0.0
36,14.33,824.12,10.0,96000.0,1,11.53,0.0,14973.0,50.9,25.0,4.0
36,15.8,420.71,10.0,100000.0,1,13.75,0.0,23976.0,64.6,28.0,3.0
60,13.11,364.96,1.0,65000.0,1,30.02,0.0,3718.0,40.4,31.0,0.0
36,13.11,337.47,4.0,60000.0,1,11.0,0.0,8666.0,78.1,18.0,3.0
36,12.12,159.71,1.0,67000.0,1,5.12,0.0,6053.0,48.8,20.0,0.0
36,12.42,233.91,10.0,45700.0,1,12.49,0.0,10759.0,56.6,13.0,1.5905941574050508
36,15.31,212.39,4.0,53000.0,1,11.52,0.0,5774.0,78.0,15.0,0.0
36,16.29,529.51,6.0,45000.0,1,5.31,0.0,7499.0,58.6,11.0,1.5905941574050508
36,13.11,354.35,3.0,68000.0,1,28.09,0.0,9187.0,53.4,25.0,5.0
36,13.11,161.99,6.0,56000.0,1,22.41,0.0,38014.0,82.7,35.0,0.0
36,19.72,333.19,2.0,68065.0,1,22.6,0.0,10405.0,83.2,28.0,1.0
36,6.03,182.62,10.0,35000.0,1,18.23,0.0,2919.0,10.0,33.0,0.0
36,12.12,232.91,3.0,30000.0,1,19.96,0.0,7532.0,40.7,37.0,3.0
36,10.74,198.15,5.740067017711824,12500.0,1,6.43,0.0,3579.0,74.5,4.0,0.0
36,11.71,281.15,4.0,130500.0,1,13.36,0.0,8356.0,61.1,18.0,1.5905941574050508
36,8.9,190.52,2.0,40850.0,1,28.05,0.0,10557.0,68.1,24.0,0.0
36,18.49,363.99,6.0,68000.0,1,24.94,0.0,22753.0,88.9,41.0,4.0
36,13.11,202.49,10.0,40000.0,1,16.29,0.0,5029.0,76.1,16.0,4.0
36,6.62,245.63,5.0,22000.0,1,21.0,0.0,5137.0,30.4,12.0,1.5905941574050508
36,11.14,520.79,10.0,40000.0,1,7.65,0.0,9610.0,50.6,7.0,0.0
36,22.45,384.24,10.0,55000.0,1,26.36,0.0,19167.0,79.5,41.0,1.0
36,17.27,129.73,0.0,25000.0,1,7.63,0.0,3045.0,49.1,11.0,0.0
36,7.9,375.49,10.0,98500.0,1,7.32,0.0,38289.0,16.7,28.0,7.0
36,11.71,231.54,10.0,105000.0,1,11.98,0.0,8983.0,81.7,27.0,1.5905941574050508
60,19.22,469.12,10.0,51000.0,1,14.42,0.0,18341.0,45.5,39.0,1.0
36,14.65,649.36,5.0,38500.0,1,23.97,0.0,19987.0,58.4,18.0,0.0
36,10.16,388.11,7.0,110000.0,1,4.12,0.0,8016.0,52.4,53.0,6.0
36,8.9,228.63,3.0,32000.0,1,7.16,0.0,8551.0,63.3,8.0,1.5905941574050508
36,13.11,1181.15,2.0,123000.0,1,19.94,0.0,49572.0,81.8,32.0,2.0
36,8.9,751.76,8.0,70000.0,1,1.08,0.0,795.0,3.9,17.0,0.0
36,13.11,202.49,2.0,15600.0,1,11.92,0.0,2998.0,23.2,27.0,0.0
36,12.12,332.72,10.0,54000.0,1,17.98,0.0,13807.0,63.9,22.0,1.0
36,9.76,319.14,4.0,46000.0,1,4.77,0.0,4472.0,23.9,20.0,0.0
36,9.91,735.54,10.0,66000.0,1,29.58,0.0,20972.0,76.0,16.0,1.5905941574050508
36,6.62,214.93,1.0,38000.0,1,12.25,0.0,3991.0,15.5,7.0,0.0
36,13.11,337.47,10.0,37000.0,1,15.63,0.0,10313.0,53.7,27.0,1.0
36,12.12,678.75,3.0,92000.0,1,6.8,0.0,17959.0,39.6,41.0,8.0
36,15.31,211.52,5.0,35000.0,1,15.57,0.0,13113.0,71.8,18.0,0.0
36,14.65,293.21,0.0,26000.0,1,10.34,0.0,5855.0,82.5,15.0,0.0
36,21.49,1327.45,3.0,170000.0,1,12.37,0.0,32215.0,49.1,49.0,7.0
36,7.9,265.97,0.0,38400.0,1,2.34,0.0,5863.0,25.5,10.0,0.0
36,12.12,220.43,5.0,60000.0,1,20.86,0.0,5361.0,66.2,15.0,0.0
36,14.65,689.89,10.0,61000.0,1,12.24,0.0,4519.0,35.5,15.0,1.5905941574050508
60,11.71,254.13,8.0,58000.0,1,6.1,0.0,15559.0,81.9,11.0,1.5905941574050508
60,20.49,455.05,2.0,44000.0,1,28.55,0.0,17705.0,75.3,22.0,2.0
36,12.12,399.26,6.0,67896.0,1,14.05,0.0,18681.0,74.7,20.0,2.0
36,16.29,804.85,9.0,58000.0,1,30.17,0.0,23792.0,80.2,28.0,0.0
36,16.29,882.51,2.0,74872.0,1,19.49,0.0,25653.0,86.1,38.0,1.0
36,17.77,522.54,4.0,45000.0,1,3.71,0.0,5106.0,53.2,7.0,0.0
36,10.16,97.03,10.0,62000.0,1,27.62,0.0,30231.0,86.9,22.0,2.0
60,23.33,595.99,5.0,202000.0,1,16.9,0.0,25486.0,90.2,57.0,6.0
36,21.0,934.35,7.0,80000.0,1,29.54,0.0,20467.0,79.7,31.0,3.0
36,14.09,444.88,2.0,39000.0,1,16.09,0.0,6930.0,65.4,18.0,0.0
36,7.9,422.42,7.0,55000.0,1,0.55,0.0,494.0,4.5,8.0,0.0
36,12.12,332.72,10.0,625345.18,1,0.26,0.0,7793.0,53.4,10.0,0.0
36,14.33,343.39,10.0,59200.0,1,26.23,0.0,16763.0,31.5,19.0,2.0
36,19.05,563.06,4.0,60000.0,1,31.54,0.0,7818.0,87.8,23.0,1.0
36,16.29,882.51,6.0,75000.0,1,11.07,0.0,19920.0,88.9,46.0,1.5905941574050508
36,14.33,294.45,8.0,25089.0,1,16.36,0.0,11412.0,93.5,22.0,0.0
36,9.76,160.78,9.0,50000.0,1,11.11,0.0,18122.0,66.6,11.0,3.0
36,13.11,289.39,0.0,29000.0,1,28.01,0.0,7051.0,30.8,20.0,0.0
36,6.62,107.47,3.0,37000.0,1,16.09,0.0,1589.0,12.5,35.0,0.0
36,6.62,153.52,10.0,113000.0,1,10.76,0.0,13019.0,21.9,31.0,3.0
36,15.31,687.65,4.0,49500.0,1,9.58,0.0,10385.0,73.7,22.0,0.0
36,14.65,413.94,3.0,92000.0,1,9.74,0.0,27352.0,84.9,20.0,0.0
36,18.25,753.68,7.0,92000.0,1,23.04,0.0,20720.0,82.2,30.0,2.0
36,13.99,683.46,7.0,75300.0,1,10.9,0.0,10362.0,61.7,18.0,0.0
36,11.14,984.16,10.0,100000.0,1,2.54,0.0,5314.0,2.4,31.0,0.0
36,7.9,469.36,3.0,113356.05,1,9.05,0.0,19609.0,56.0,25.0,2.0
36,6.62,128.96,10.0,150000.0,1,18.41,0.0,49445.0,61.0,47.0,4.0
36,11.71,425.86,5.0,85000.0,1,19.65,0.0,27473.0,86.1,28.0,1.5905941574050508
36,14.09,684.43,7.0,97000.0,1,18.35,0.0,25938.0,55.8,32.0,3.0
60,21.98,441.73,8.0,80000.0,1,11.83,0.0,21091.0,77.3,27.0,3.0
36,7.62,263.32,5.0,50000.0,1,21.1,0.0,869.0,4.8,21.0,5.0
36,19.05,220.09,3.0,112000.0,1,9.71,0.0,3455.0,43.2,4.0,0.0
36,14.33,618.09,5.0,120000.0,1,11.71,0.0,12332.0,50.1,21.0,1.0
60,12.12,535.33,10.0,96000.0,1,2.32,0.0,4234.0,5.7,26.0,3.0
36,15.8,294.5,9.0,70000.0,1,13.42,0.0,9644.0,81.0,24.0,0.0
36,12.12,166.36,3.0,31000.0,1,13.94,0.0,5841.0,56.7,11.0,0.0
36,6.03,304.36,7.0,30000.0,1,16.76,0.0,11205.0,60.4,25.0,1.5905941574050508
36,13.11,404.97,9.0,104000.0,1,8.0,0.0,16106.0,53.0,13.0,0.0
36,13.11,404.97,10.0,85000.0,1,13.19,0.0,16936.0,81.4,18.0,0.0
60,16.29,440.51,0.0,68000.0,1,24.9,0.0,30245.0,54.7,34.0,2.0
36,12.12,99.82,4.0,125000.0,1,5.77,0.0,8998.0,91.5,16.0,2.0
36,15.31,583.2,10.0,42000.0,1,21.34,0.0,23465.0,44.5,28.0,0.0
36,6.03,256.42,10.0,68000.0,1,13.2,0.0,8441.0,14.4,47.0,3.0
36,10.74,300.07,6.0,52650.0,1,28.72,0.0,10658.0,38.5,36.0,2.0
36,7.9,696.21,10.0,45000.0,1,22.69,0.0,20130.0,68.5,35.0,1.5905941574050508
36,7.9,592.96,0.0,60000.0,1,29.84,0.0,26239.0,84.9,24.0,0.0
36,12.69,1006.35,2.0,125000.0,1,16.0,0.0,19078.0,66.6,29.0,1.5905941574050508
36,9.76,803.87,1.0,90000.0,1,20.73,0.0,25410.0,84.4,17.0,0.0
36,12.12,469.97,4.0,29000.0,1,17.38,0.0,5026.0,24.2,16.0,0.0
36,14.65,465.68,9.0,45000.0,1,15.27,1.0,10942.0,55.0,22.0,1.0
36,6.62,368.45,10.0,86000.0,1,26.73,0.0,21899.0,51.4,39.0,3.0
36,11.14,314.93,4.0,50000.0,1,13.01,0.0,7780.0,45.5,22.0,3.0
36,14.09,239.55,4.0,40000.0,1,23.25,0.0,11321.0,74.0,19.0,0.0
60,11.14,447.16,9.0,74500.0,1,24.85,0.0,15380.0,28.7,42.0,3.0
36,6.62,307.04,5.0,150000.0,1,8.62,0.0,4352.0,13.5,20.0,1.5905941574050508
36,13.67,272.15,5.0,36696.0,1,30.94,0.0,12466.0,83.7,15.0,0.0
36,13.99,512.6,4.0,30000.0,1,12.68,0.0,11320.0,74.1,9.0,1.5905941574050508
36,12.12,199.63,5.0,60000.0,1,11.48,0.0,10574.0,59.7,5.0,0.0
36,14.09,95.82,5.740067017711824,10000.0,1,32.76,0.0,9915.0,40.6,27.0,0.0
60,14.65,519.35,10.0,51316.44,1,10.43,0.0,19986.0,52.6,24.0,1.5905941574050508
36,6.03,474.8,10.0,89000.0,1,5.74,0.0,19023.0,29.3,20.0,1.5905941574050508
36,12.12,416.73,6.0,63000.0,1,20.58,0.0,28963.0,81.4,29.0,0.0
36,12.12,166.36,2.0,36500.0,1,13.97,0.0,5929.0,66.6,13.0,3.0
60,24.33,1013.6,3.0,120000.0,1,26.48,0.0,28094.0,88.5,39.0,1.0
36,12.12,199.63,10.0,55000.0,1,33.03,0.0,27494.0,71.4,31.0,2.0
36,17.27,357.88,6.0,95000.0,1,15.59,0.0,20745.0,45.3,13.0,0.0
36,7.9,250.33,10.0,75000.0,1,5.68,0.0,9730.0,84.6,6.0,1.5905941574050508
36,17.77,900.93,10.0,72000.0,1,25.6,0.0,28890.0,67.0,10.0,0.0
60,13.11,798.33,8.0,90000.0,1,17.48,0.0,17292.0,69.2,22.0,2.0
36,14.33,206.03,8.0,70000.0,1,17.5,0.0,15445.0,49.8,30.0,1.0
36,23.63,39.04,0.0,25000.0,1,5.09,0.0,1366.0,52.5,15.0,2.0
36,6.62,614.08,4.0,80000.0,1,2.87,0.0,9471.0,21.5,26.0,1.5905941574050508
36,10.74,195.7,3.0,66974.0,1,8.17,1.0,2880.0,27.7,17.0,1.0
36,18.49,349.43,8.0,50000.0,1,21.55,0.0,12669.0,89.9,14.0,0.0
60,8.9,414.2,10.0,72999.0,1,1.79,0.0,1945.0,2.5,33.0,6.0
36,17.27,572.6,9.0,70000.0,1,13.08,0.0,12114.0,69.6,30.0,2.0
36,11.14,328.06,7.0,80000.0,1,21.46,0.0,24651.0,85.3,18.0,1.0
36,17.27,429.45,10.0,45000.0,1,11.79,0.0,24008.0,73.6,27.0,7.0
60,18.55,642.34,10.0,103000.0,1,23.05,0.0,73472.0,65.4,46.0,8.0
36,12.12,479.12,2.0,55000.0,1,29.1,0.0,22548.0,83.8,22.0,0.0
60,12.12,353.54,10.0,50000.0,1,24.96,0.0,40744.0,74.6,16.0,4.0
36,8.9,95.26,7.0,87000.0,1,27.01,0.0,33877.0,61.5,26.0,2.0
36,12.12,180.5,0.0,40000.0,1,18.6,0.0,4146.0,30.5,14.0,2.0
36,11.14,168.95,1.0,35000.0,1,29.59,1.0,17570.0,83.3,23.0,2.0
36,8.9,269.91,6.0,96160.0,1,14.64,0.0,8739.0,48.0,15.0,3.0
36,13.67,153.08,1.0,70000.0,1,6.04,0.0,5197.0,41.6,25.0,1.5905941574050508
36,16.29,141.21,4.0,44699.0,1,21.83,0.0,36896.0,88.9,11.0,0.0
36,12.12,61.56,3.0,40000.0,1,0.45,0.0,15.0,2.5,3.0,0.0
36,13.11,337.47,4.0,59000.0,1,16.42,0.0,17951.0,57.0,25.0,2.0
60,13.11,677.44,1.0,75000.0,1,0.2,0.0,0.0,0.0,25.0,3.0
36,14.33,240.37,10.0,50000.0,1,10.72,0.0,8453.0,51.2,24.0,3.0
36,13.99,166.6,1.0,42500.0,1,12.28,0.0,8406.0,50.6,16.0,1.5905941574050508
36,7.9,469.36,10.0,95000.0,1,12.07,0.0,24213.0,39.1,32.0,0.0
36,11.14,303.45,10.0,62000.0,1,22.22,0.0,13091.0,82.9,19.0,1.0
60,13.11,456.19,8.0,58240.0,1,17.76,0.0,1207.0,5.8,30.0,2.0
36,13.11,556.83,3.0,72000.0,1,19.85,0.0,16581.0,87.3,10.0,0.0
36,14.65,275.96,2.0,65000.0,1,12.87,0.0,8839.0,91.1,17.0,0.0
36,8.9,57.16,10.0,40000.0,1,15.78,0.0,7899.0,71.2,7.0,0.0
36,13.11,192.36,6.0,155000.0,1,15.64,0.0,17951.0,75.1,28.0,1.0
36,14.65,344.95,2.0,77000.0,1,12.92,0.0,12927.0,62.1,10.0,1.5905941574050508
36,16.29,220.63,6.0,38279.0,1,3.72,0.0,3154.0,33.9,9.0,0.0
36,10.65,325.74,5.0,52000.0,1,8.86,0.0,7234.0,56.1,14.0,1.5905941574050508
36,16.29,423.61,5.0,45000.0,1,10.4,0.0,14076.0,61.5,22.0,0.0
36,7.9,281.62,1.0,70000.0,1,12.87,0.0,8427.0,55.4,20.0,0.0
36,17.77,172.98,8.0,51148.0,1,24.45,0.0,4171.0,90.7,26.0,3.0
60,24.89,820.04,10.0,100000.0,1,29.24,0.0,35138.0,81.5,63.0,3.0
36,7.9,750.97,10.0,66000.0,1,13.71,0.0,17002.0,51.8,31.0,1.0
36,17.77,540.56,5.0,82500.0,1,27.21,0.0,21407.0,74.1,37.0,3.0
36,16.29,254.17,7.0,109000.0,1,15.99,2.0,7517.0,51.8,22.0,0.0
36,16.29,353.01,10.0,65000.0,1,17.08,0.0,2925.0,83.6,15.0,0.0
36,10.65,175.09,10.0,24000.0,1,22.95,0.0,15739.0,87.4,9.0,1.5905941574050508
36,6.03,390.34,3.0,42000.0,1,0.97,0.0,2767.0,5.1,16.0,0.0
36,7.9,375.49,1.0,30000.0,1,3.74,0.0,153.0,1.0,9.0,0.0
36,19.05,1100.44,3.0,110000.0,1,25.92,0.0,26638.0,29.2,63.0,2.0
36,15.31,609.31,2.0,65000.0,1,23.05,0.0,13150.0,60.8,33.0,0.0
36,11.14,492.08,2.0,68500.0,1,15.53,0.0,12568.0,47.4,29.0,0.0
36,17.77,360.38,5.0,55000.0,1,13.44,0.0,5451.0,80.2,14.0,0.0
36,14.33,85.85,0.0,65000.0,1,9.84,0.0,16917.0,87.7,21.0,3.0
60,23.63,913.72,10.0,80000.0,1,20.36,0.0,28524.0,82.9,18.0,4.0
36,12.12,39.93,6.0,30000.0,1,31.64,0.0,6530.0,36.9,31.0,0.0
36,10.65,260.59,10.0,50000.0,1,13.87,0.0,13581.0,68.6,15.0,1.5905941574050508
60,20.49,321.21,7.0,38000.0,1,26.74,0.0,11570.0,67.8,25.0,2.0
36,7.9,319.17,0.0,70000.0,1,16.77,0.0,14288.0,86.1,23.0,0.0
36,10.16,161.72,6.0,54000.0,1,20.56,0.0,18470.0,69.2,18.0,0.0
36,8.9,396.92,2.0,144000.0,1,12.53,0.0,17370.0,72.7,16.0,0.0
36,13.11,296.98,1.0,147586.0,1,8.68,0.0,323.0,12.9,9.0,3.0
36,8.9,762.08,10.0,109000.0,1,21.23,0.0,36117.0,52.0,29.0,1.5905941574050508
36,13.11,337.47,7.0,76000.0,1,10.53,0.0,12001.0,76.0,16.0,0.0
36,17.27,429.45,7.0,90000.0,1,7.61,0.0,28260.0,72.2,28.0,3.0
36,14.09,235.28,1.0,36155.0,1,6.67,0.0,11705.0,42.1,5.0,0.0
36,9.76,188.91,2.0,120000.0,1,1.34,0.0,7250.0,36.2,15.0,0.0
36,16.29,353.01,5.0,47700.0,1,24.75,0.0,25716.0,96.0,10.0,0.0
36,12.12,149.73,10.0,66700.0,1,24.2,0.0,50460.0,90.3,14.0,1.0
60,23.28,612.4,9.0,70000.0,1,24.72,0.0,30567.0,89.5,25.0,3.0
36,15.96,693.97,10.0,62000.0,1,24.14,0.0,33368.0,87.4,30.0,1.5905941574050508
36,14.33,343.39,2.0,80000.0,1,19.96,0.0,16246.0,20.7,58.0,9.0
36,10.74,215.27,3.0,55000.0,1,9.03,0.0,17402.0,90.1,12.0,1.5905941574050508
36,20.49,1122.42,1.0,150000.0,1,12.39,0.0,44975.0,48.1,40.0,4.0
36,11.14,521.61,1.0,60000.0,1,20.0,0.0,38136.0,93.0,25.0,0.0
36,7.62,311.62,2.0,57000.0,1,17.37,0.0,9442.0,23.5,23.0,0.0
36,19.05,581.4,6.0,84422.0,1,9.15,0.0,12320.0,66.5,30.0,0.0
36,11.14,131.23,8.0,53000.0,1,19.11,0.0,15009.0,79.8,19.0,1.0
36,12.12,166.36,1.0,70000.0,1,9.48,0.0,1350.0,45.0,9.0,0.0
36,15.31,550.12,9.0,60000.0,1,28.24,0.0,15432.0,87.8,32.0,5.0
36,17.77,1009.04,10.0,92000.0,1,20.52,0.0,33149.0,68.3,24.0,0.0
36,8.9,381.04,1.0,83200.0,1,14.86,0.0,11929.0,69.4,18.0,1.5905941574050508
36,15.31,69.64,5.0,38000.0,1,17.94,0.0,7101.0,50.0,23.0,2.0
36,12.12,375.14,10.0,57408.0,1,24.35,0.0,21562.0,58.6,42.0,0.0
36,8.9,1111.37,7.0,94000.0,1,25.9,0.0,64415.0,82.6,11.0,1.5905941574050508
36,14.09,95.82,10.0,73000.0,1,19.79,1.0,10608.0,54.7,26.0,5.0
36,15.31,507.47,1.0,100000.0,1,9.04,0.0,6123.0,75.6,21.0,7.0
36,7.62,311.62,8.0,45000.0,1,6.4,0.0,5492.0,13.0,24.0,3.0
60,13.11,592.48,2.0,65000.0,1,14.99,0.0,25054.0,44.9,24.0,2.0
36,15.31,278.54,6.0,60000.0,1,15.44,0.0,12353.0,48.4,28.0,0.0
36,11.14,196.84,5.0,38000.0,1,15.66,0.0,15719.0,65.5,13.0,0.0
36,15.31,174.09,5.0,28000.0,1,5.4,0.0,4418.0,33.0,12.0,0.0
36,11.14,721.72,4.0,114000.0,1,22.04,0.0,26124.0,86.7,25.0,8.0
36,7.62,129.32,10.0,65000.0,1,5.65,0.0,52709.0,32.6,25.0,4.0
36,18.49,480.47,0.0,100000.0,1,9.2,0.0,10036.0,67.4,36.0,8.0
60,17.77,631.72,10.0,88000.0,1,17.26,0.0,16074.0,74.8,31.0,3.0
36,6.03,152.18,3.0,50000.0,1,8.95,0.0,183.0,5.1,26.0,1.0
60,12.12,133.84,10.0,43700.0,1,21.8,0.0,5423.0,63.1,10.0,0.0
36,13.67,544.29,6.0,44566.4,1,17.99,0.0,23435.0,90.5,19.0,0.0
36,7.9,312.91,10.0,100000.0,1,14.41,0.0,4643.0,27.5,31.0,4.0
36,21.0,1157.57,2.0,85000.0,1,19.58,0.0,20138.0,83.6,33.0,5.0
36,13.67,1020.53,1.0,60000.0,1,28.01,0.0,20565.0,79.7,24.0,0.0
36,16.29,169.45,0.0,60000.0,1,24.16,0.0,31702.0,59.9,40.0,0.0
60,21.48,956.35,5.0,115000.0,1,5.84,0.0,10560.0,74.4,23.0,3.0
36,12.12,440.85,10.0,28000.0,1,13.99,0.0,12807.0,59.8,21.0,0.0
60,20.49,762.87,3.0,85000.0,1,7.28,0.0,2372.0,14.8,51.0,6.0
60,18.75,516.07,5.740067017711824,67092.0,1,29.31,0.0,12907.0,71.3,31.0,2.0
36,12.12,166.36,10.0,63300.0,1,23.28,0.0,5880.0,47.4,13.0,2.0
36,15.31,329.03,10.0,60000.0,1,8.2,0.0,5513.0,29.4,21.0,1.0
36,12.12,139.75,3.0,21600.0,1,23.94,0.0,10119.0,88.8,9.0,0.0
36,14.65,258.71,10.0,63000.0,1,20.04,0.0,19300.0,85.4,39.0,2.0
36,7.9,375.49,1.0,48000.0,1,28.51,0.0,18918.0,41.4,29.0,0.0
36,10.16,258.74,2.0,46000.0,1,14.14,0.0,16856.0,89.7,11.0,0.0
36,13.11,392.31,10.0,80000.0,1,22.95,0.0,14203.0,47.7,25.0,0.0
36,10.16,517.48,7.0,75000.0,1,23.2,0.0,20182.0,67.0,33.0,2.0
36,7.9,406.78,4.0,39520.0,1,8.99,0.0,11391.0,58.4,12.0,0.0
36,17.77,518.94,10.0,57000.0,1,16.15,1.0,9621.0,67.8,13.0,1.0
36,13.11,674.94,10.0,60000.0,1,25.36,0.0,13070.0,84.3,33.0,1.0
36,17.77,540.56,7.0,70000.0,1,15.83,0.0,24446.0,91.6,16.0,2.0
36,8.9,317.54,7.0,54000.0,1,19.18,0.0,23147.0,66.9,25.0,4.0
36,7.9,312.91,3.0,40000.0,1,24.44,0.0,12166.0,67.6,32.0,1.5905941574050508
36,10.74,163.08,2.0,35000.0,1,7.3,0.0,4170.0,42.1,21.0,0.0
36,15.81,525.95,10.0,125000.0,1,17.06,0.0,14160.0,78.2,56.0,7.0
36,8.9,95.26,5.0,115000.0,1,16.95,0.0,25837.0,57.8,26.0,2.0
36,7.9,250.33,1.0,100000.0,1,22.37,0.0,6049.0,18.2,63.0,7.0
36,21.49,749.07,7.0,51000.0,1,14.18,0.0,6485.0,94.0,23.0,0.0
36,18.49,382.19,4.0,109395.84,1,13.18,0.0,17376.0,79.0,28.0,0.0
36,13.11,323.98,4.0,44000.0,1,22.79,0.0,5901.0,35.3,20.0,3.0
36,6.03,380.45,2.0,59339.0,1,14.82,0.0,6014.0,42.1,17.0,0.0
36,10.16,685.66,10.0,53000.0,1,13.43,0.0,37697.0,57.6,23.0,6.0
36,12.12,276.16,5.0,46004.0,1,8.84,0.0,11932.0,62.1,5.0,0.0
36,8.9,127.02,5.740067017711824,8700.0,1,28.83,0.0,6319.0,51.0,4.0,0.0
36,18.75,657.54,5.0,80000.0,1,10.35,0.0,16097.0,82.0,13.0,1.0
36,17.27,162.84,5.740067017711824,24000.0,1,19.0,1.0,10982.0,60.0,11.0,0.0
36,7.62,186.97,2.0,45000.0,1,0.4,0.0,41.0,0.6,11.0,0.0
36,12.12,276.99,10.0,67488.0,1,30.09,0.0,36796.0,80.9,41.0,8.0
36,10.65,364.83,4.0,65000.0,1,11.13,0.0,14179.0,56.3,18.0,1.5905941574050508
60,10.16,519.82,8.0,250000.0,1,6.56,0.0,16388.0,47.8,21.0,2.0
36,6.62,445.21,4.0,46000.0,1,15.39,0.0,10169.0,27.2,18.0,1.5905941574050508
36,15.31,348.18,4.0,41000.0,1,22.97,0.0,4759.0,82.1,8.0,0.0
36,12.12,665.44,10.0,85000.0,1,28.12,0.0,44980.0,23.1,45.0,1.0
60,22.47,836.61,5.740067017711824,95000.0,1,20.07,0.0,4202.0,76.4,39.0,4.0
36,14.09,461.14,10.0,77000.0,1,29.42,0.0,15475.0,83.2,23.0,1.0
36,12.12,491.59,10.0,55000.0,1,15.4,0.0,14519.0,54.4,16.0,4.0
36,15.31,922.66,10.0,66000.0,1,24.76,0.0,28313.0,70.3,32.0,6.0
36,14.09,547.55,7.0,92000.0,1,26.06,0.0,14337.0,57.6,23.0,4.0
36,15.31,626.72,3.0,98000.0,1,11.49,0.0,16230.0,61.0,32.0,0.0
36,6.62,214.93,0.0,130000.0,1,6.04,0.0,3545.0,10.7,18.0,2.0
36,16.29,706.01,4.0,48000.0,1,21.15,0.0,8883.0,88.8,13.0,0.0
36,7.9,312.91,4.0,58000.0,1,8.6,0.0,3242.0,21.5,31.0,6.0
36,14.65,156.95,10.0,52000.0,1,32.07,0.0,30774.0,70.3,29.0,0.0
36,11.14,393.67,4.0,70000.0,1,19.37,0.0,14527.0,53.8,24.0,2.0
36,7.62,380.17,4.0,115000.0,1,5.74,0.0,11.0,0.0,20.0,1.5905941574050508
36,11.14,492.08,1.0,125000.0,1,8.2,0.0,17949.0,40.5,39.0,0.0
36,12.12,246.22,3.0,30000.0,1,20.24,0.0,12114.0,72.5,23.0,0.0
36,14.09,513.33,10.0,49000.0,1,7.84,0.0,18970.0,82.1,18.0,2.0
36,8.9,156.39,8.0,59000.0,1,31.71,0.0,27168.0,32.9,49.0,5.0
60,14.09,167.87,10.0,102000.0,1,14.02,0.0,15850.0,67.7,37.0,5.0
60,23.83,1003.43,6.0,102746.0,1,22.28,0.0,70341.0,96.2,19.0,7.0
36,17.77,360.38,3.0,138000.0,1,16.27,0.0,21433.0,67.8,48.0,8.0
36,7.9,312.91,1.0,80000.0,1,12.8,0.0,9261.0,27.5,26.0,1.5905941574050508
36,15.31,1218.61,10.0,140000.0,1,9.08,0.0,2376.0,9.2,24.0,0.0
36,7.9,53.2,10.0,97000.0,1,17.04,0.0,20964.0,69.2,19.0,1.0
36,8.9,616.02,9.0,72000.0,1,15.45,0.0,1837.0,4.0,42.0,3.0
36,16.29,432.43,10.0,75000.0,1,23.95,0.0,25715.0,67.0,31.0,3.0
36,15.8,192.83,3.0,75000.0,1,13.15,0.0,4310.0,41.4,18.0,1.0
60,12.12,448.9,5.0,45000.0,1,21.28,0.0,28814.0,45.6,23.0,0.0
36,12.12,399.26,5.0,72000.0,1,17.45,0.0,16307.0,47.7,35.0,0.0
36,7.9,328.55,1.0,40000.0,1,18.92,0.0,4383.0,27.2,24.0,1.0
36,7.9,43.81,10.0,96850.0,1,15.43,0.0,15391.0,75.4,16.0,2.0
36,14.33,480.74,10.0,131000.0,1,13.94,0.0,83478.0,87.0,17.0,3.0
